Variable1,Variable2,Clase
2.181498633815337,14.866371239508453,0
8.70718076909222,7.327406984458367,1
0.94546346720183,4.51630017516618,0
4.377971056058685,9.494235881786379,0
4.3017621536768695,4.725245069840344,0
7.827707428279668,15.365066279933822,1
6.113301093003388,3.705069170570354,1
7.201685272537686,5.185875990643579,1
5.830170102972262,5.549051830265003,0
6.977702395597576,14.233327001940513,0
0.6684312986535641,21.313544269938276,0
3.74798740823784,3.4676909111446177,0
5.732352519277194,3.154593870986159,1
7.870929960814014,16.21583594318481,1
8.541849715620929,17.658585246100795,1
3.5238884864877753,12.44510973670439,0
8.407341758620108,16.11436733597793,0
6.816319630305837,6.054068845296446,0
5.151591275116725,21.463576271752203,0
7.193664351223526,14.22601431612603,1
4.432085447938781,12.942806504562519,0
8.29570675048551,17.18720256690826,1
6.938395604746096,13.442140205254598,1
7.437987815432698,15.28822913981636,1
7.705505892053441,15.539303832322128,1
7.5975220492465345,15.472975156269575,1
5.547288977630863,9.44721671941104,1
6.61808702135689,12.416450606790907,1
5.6225304325539325,22.056679893121007,0
3.6241923824502216,16.208901593757446,0
3.7042681952579497,21.3090990265843,0
7.135300206205294,5.18398891874251,1
3.998335497428563,3.3696246822219744,0
8.163835177959445,17.452498950360592,1
5.163361872024381,5.7906429265222945,0
7.214958152341518,14.471486400372557,1
7.2218634639942305,5.253741076131403,1
7.112652794461313,5.093261558207739,1
9.029442783934364,7.915632631645179,1
3.2735834877813783,17.524462306206225,0
8.298073268555926,17.155864837973937,1
4.387447998059782,16.62499023698597,0
3.739229073714904,7.922385902355409,0
6.838300247808431,13.50454772627686,1
7.53815796503341,15.516288740773781,1
4.468248920066006,1.510416275036137,1
8.001911446536324,16.127700448149845,1
6.884405769741615,4.758651044333562,1
8.698183363508818,7.414042022016753,1
1.3105230302549342,3.782620639917559,0
7.916017650167963,5.8295500122465524,0
6.113277376556479,3.79000056154865,1
7.202507637991546,13.994338978803551,1
2.7885954206492958,9.466564421309226,0
6.382679909482821,4.006425548335877,1
4.944776089465164,2.2859120957815446,1
0.10665166873281334,1.7203580764120905,0
5.522867837157845,7.318538667501746,0
6.33686809100252,3.8616297118626832,1
3.631991894021245,8.25304574228048,0
6.321684146361183,11.538772378327192,0
7.289118043571006,14.304386242883357,1
7.850983352999901,15.901314565589681,1
4.657971773279812,8.193052987548633,0
9.556814429045785,8.464720394681697,1
3.12878070891306,5.855200650988296,0
5.766638971188386,10.3081820142256,1
7.177496208387773,6.840695749892474,0
6.2963983520230205,6.995154898801665,0
6.3227251230388175,3.9942857055261833,1
5.202211294757233,19.207044592780825,0
9.719781176597982,21.457789581676035,1
4.316488935529584,7.842211589766646,0
2.9239479999383695,4.7872156230163485,0
4.723839391792934,11.732779129625007,0
7.152671776401777,5.147438724245753,1
